ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,ProtoForm,ProtoSet,APBM,BasicVocabulary,Morphemes
Bora-100_toad-5,,Bora,100_toad,"aʔkʰókʷa, βɯ́ɯ́ríʔií, níhʲakʷa, mɯʔmɨ́pa, áákʰɯpa",áákʰɯpa,!á/a !á/a kʰ ɯ p a,,Seifart2015,101,,^ á á kʰ ɯ p a $,Bora,"*hakuga,()ɨɨriʔi,nihaga,mɨɨʔmeba,haakkɨba",126,,,[]
Muinane-100_toad-1,,Muinane,100_toad,"hakúkúga, bɨ́ɨ́riʔi, níhaga, mɨ́ɨ́méba, háákkɨba",hakúkúga,h a k !ú/u k !ú/u g a,,Seifart2015,101,,^ h a k ú k ú g a $,Muinane,"*hakuga,()ɨɨriʔi,nihaga,mɨɨʔmeba,haakkɨba",126,,,[]
Muinane-100_toad-2,,Muinane,100_toad,"hakúkúga, bɨ́ɨ́riʔi, níhaga, mɨ́ɨ́méba, háákkɨba",bɨ́ɨ́riʔi,b !ɨ́/ɨ !ɨ́/ɨ r i ʔ i,,Seifart2015,101,,^ b ɨ́ ɨ́ r i ʔ i $,Muinane,"*hakuga,()ɨɨriʔi,nihaga,mɨɨʔmeba,haakkɨba",126,,,[]
Muinane-100_toad-3,,Muinane,100_toad,"hakúkúga, bɨ́ɨ́riʔi, níhaga, mɨ́ɨ́méba, háákkɨba",níhaga,n !í/i h a g a,,Seifart2015,101,,^ n í h a g a $,Muinane,"*hakuga,()ɨɨriʔi,nihaga,mɨɨʔmeba,haakkɨba",126,,,[]
Muinane-100_toad-4,,Muinane,100_toad,"hakúkúga, bɨ́ɨ́riʔi, níhaga, mɨ́ɨ́méba, háákkɨba",mɨ́ɨ́méba,m !ɨ́/ɨ !ɨ́/ɨ m !é/e b a,,Seifart2015,101,,^ m ɨ́ ɨ́ m é b a $,Muinane,"*hakuga,()ɨɨriʔi,nihaga,mɨɨʔmeba,haakkɨba",126,,,[]
Muinane-100_toad-5,,Muinane,100_toad,"hakúkúga, bɨ́ɨ́riʔi, níhaga, mɨ́ɨ́méba, háákkɨba",háákkɨba,h !á/a !á/a k k ɨ b a,,Seifart2015,101,,^ h á á k k ɨ b a $,Muinane,"*hakuga,()ɨɨriʔi,nihaga,mɨɨʔmeba,haakkɨba",126,,,[]
PBoM-101_hummingbird-1,,PBoM,101_hummingbird,paaibe,paaibe,p a a i b e,,Seifart2015,102,,^ p a a i b e $,PBoM,*paaibe,128,"*páá(i)bɨ(ʔo), (róóbɨ́ǰɯ)",,[]
Bora-101_hummingbird-1,,Bora,101_hummingbird,pʰáápɨʔo,pʰáápɨʔo,pʰ !á/a !á/a p ɨ ʔ o,,Seifart2015,102,,^ pʰ á á p ɨ ʔ o $,Bora,*paaibe,128,,,[]
Muinane-101_hummingbird-1,,Muinane,101_hummingbird,"ɸááibe,",ɸááibe,ɸ !á/a !á/a i b e,,Seifart2015,102,,^ ɸ á á i b e $,Muinane,*paaibe,128,,,[]
PBoM-102_macaw-1,,PBoM,102_macaw,"heeβaa,in()ʔai",heeβaa,h e e β a a,,Seifart2015,103,,^ h e e β a a $,PBoM,"*heeβaa,*in()ʔai",129,"*xɨ́ɨβaá, *ín(a)ʔai, (ɨ́ɨ́rɨ́da, éérɨ́da, ɨ́ɨ́réda)",,[]
PBoM-102_macaw-2,,PBoM,102_macaw,"heeβaa,in()ʔai",inʔai,i n ʔ a i,,Seifart2015,103,,^ i n ʔ a i $,PBoM,"*heeβaa,*in()ʔai",129,"*xɨ́ɨβaá, *ín(a)ʔai, (ɨ́ɨ́rɨ́da, éérɨ́da, ɨ́ɨ́réda)",,[]
Bora-102_macaw-1,,Bora,102_macaw,"ɨ́ɨ́βaá, íɲaʔa",ɨ́ɨ́βaá,!ɨ́/ɨ !ɨ́/ɨ β a !á/a,,Seifart2015,103,,^ ɨ́ ɨ́ β a á $,Bora,"*heeβaa,*in()ʔai",129,,,[]
Bora-102_macaw-2,,Bora,102_macaw,"ɨ́ɨ́βaá, íɲaʔa",íɲaʔa,!í/i ɲ a ʔ a,,Seifart2015,103,,^ í ɲ a ʔ a $,Bora,"*heeβaa,*in()ʔai",129,,,[]
Muinane-102_macaw-1,,Muinane,102_macaw,"hééβa, ínóʔai",hééβa,h !é/e !é/e β a,,Seifart2015,103,,^ h é é β a $,Muinane,"*heeβaa,*in()ʔai",129,,,[]
Muinane-102_macaw-2,,Muinane,102_macaw,"hééβa, ínóʔai",ínóʔai,!í/i n !ó/o ʔ a i,,Seifart2015,103,,^ í n ó ʔ a i $,Muinane,"*heeβaa,*in()ʔai",129,,,[]
PBoM-103_toucan-1,,PBoM,103_toucan,nɨgo,nɨgo,n ɨ g o,,Seifart2015,104,,^ n ɨ g o $,PBoM,*nɨgo,130,"*nɯge, (xɯ́ɯ́kkɯgai), *r(í)(ʔ)oó(ʔo), *b(ai)rí(gai)",,[]
Bora-103_toucan-1,,Bora,103_toucan,nɯʧe,nɯʧe,n ɯ tʃ e,,Seifart2015,104,,^ n ɯ ʧ e $,Bora,*nɨgo,130,,,[]
Muinane-103_toucan-1,,Muinane,103_toucan,nɨ́go,nɨ́go,n !ɨ́/ɨ g o,,Seifart2015,104,,^ n ɨ́ g o $,Muinane,*nɨgo,130,,,[]
PBoM-104_buzzard-1,,PBoM,104_buzzard,ainɨ,ainɨ,a i n ɨ,,Seifart2015,105,,^ a i n ɨ $,PBoM,*ainɨ,133,*ainɯ (ʦókkoga),,[]
Bora-104_buzzard-1,,Bora,104_buzzard,aɲɯ,aɲɯ,a ɲ ɯ,,Seifart2015,105,,^ a ɲ ɯ $,Bora,*ainɨ,133,,,[]
Muinane-104_buzzard-1,,Muinane,104_buzzard,áɲɨ,áɲɨ,!á/a ɲ ɨ,,Seifart2015,105,,^ á ɲ ɨ $,Muinane,*ainɨ,133,,,[]
PBoM-105_curassow-1,,PBoM,105_curassow,kɨga-,kɨga-,k ɨ g a +,,Seifart2015,106,,^ k ɨ g a - $,PBoM,*kɨga-,134,(kɯ́gáʔe),,[]
Bora-105_curassow-1,,Bora,105_curassow,kʰɯ́kʷá-kʰo,kʰɯ́kʷá-kʰo,kʰ !ɯ́/ɯ kʷ !á/a + kʰ o,,Seifart2015,106,,^ kʰ ɯ́ kʷ á - kʰ o $,Bora,*kɨga-,134,,,['currassow-cl']
Muinane-105_curassow-1,,Muinane,105_curassow,kɨ́gá-ʔo,kɨ́gá-ʔo,k !ɨ́/ɨ g !á/a + ʔ o,,Seifart2015,106,,^ k ɨ́ g á - ʔ o $,Muinane,*kɨga-,134,,,['currassow-cl']
PBoM-106_guan-1,,PBoM,106_guan,peeka-he,peeka-he,p e e k a + h e,,Seifart2015,107,,^ p e e k a - h e $,PBoM,*peeka-he,136,*pɨ́ɨ́kaxɨ,,[]
Bora-106_guan-1,,Bora,106_guan,pʰɨ́ɨ́kʰa-hɨ,pʰɨ́ɨ́kʰa-hɨ,pʰ !ɨ́/ɨ !ɨ́/ɨ kʰ a + h ɨ,,Seifart2015,107,,^ pʰ ɨ́ ɨ́ kʰ a - h ɨ $,Bora,*peeka-he,136,,,['guan-cl']
Muinane-106_guan-1,,Muinane,106_guan,ɸééka-he,ɸééka-he,ɸ !é/e !é/e k a + h e,,Seifart2015,107,,^ ɸ é é k a - h e $,Muinane,*peeka-he,136,,,[]
PBoM-107_hen-1,,PBoM,107_hen,ka()a()a,kaaa,k a a a,,Seifart2015,108,,^ k a a a $,PBoM,*ka()a()a,137,"*ka(ttá-βa), *ká(ra-ka) {Tucano}, gáǰerááʔe, gáigerááʔe), (kettɯ́ɯ)",,[]
Bora-107_hen-1,,Bora,107_hen,kʰárakʰa,kʰárakʰa,kʰ !á/a r a kʰ a,,Seifart2015,108,,^ kʰ á r a kʰ a $,Bora,*ka()a()a,137,,,[]
Muinane-107_hen-1,,Muinane,107_hen,kattáβa,kattáβa,k a t t !á/a β a,Note: loan from Tupi,Seifart2015,108,,^ k a t t á β a $,Muinane,*ka()a()a,137,,,[]
PBoM-108_piranha-1,,PBoM,108_piranha,"gaikku-he,nitta",gaikku-he,g a i k k u + h e,,Seifart2015,109,,^ g a i k k u - h e $,PBoM,"*gaikku-he,*nitta",139,"*(nítta), *gáíkkoxɨ",,[]
PBoM-108_piranha-2,,PBoM,108_piranha,"gaikku-he,nitta",nitta,n i t t a,,Seifart2015,109,,^ n i t t a $,PBoM,"*gaikku-he,*nitta",139,"*(nítta), *gáíkkoxɨ",,[]
Bora-108_piranha-1,,Bora,108_piranha,"kʷáhkʰʲo-hɨ, níhtʲa-hɨ",kʷáhkʰʲo-hɨ,kʷ !á/a h kʰʲ o + h ɨ,,Seifart2015,109,,^ kʷ á h kʰʲ o - h ɨ $,Bora,"*gaikku-he,*nitta",139,,,['piranha-cl']
Bora-108_piranha-2,,Bora,108_piranha,"kʷáhkʰʲo-hɨ, níhtʲa-hɨ",níhtʲa-hɨ,n !í/i h tʲ a + h ɨ,,Seifart2015,109,,^ n í h tʲ a - h ɨ $,Bora,"*gaikku-he,*nitta",139,,,['piranha-cl']
Muinane-108_piranha-1,,Muinane,108_piranha,"gáíkku-he, nítta",gáíkku-he,g !á/a !í/i k k u + h e,,Seifart2015,109,,^ g á í k k u - h e $,Muinane,"*gaikku-he,*nitta",139,,,[]
Muinane-108_piranha-2,,Muinane,108_piranha,"gáíkku-he, nítta",nítta,n !í/i t t a,,Seifart2015,109,,^ n í t t a $,Muinane,"*gaikku-he,*nitta",139,,,[]
PBoM-109_flea-1,,PBoM,109_flea,hɨɨku-ga,hɨɨku-ga,h ɨ ɨ k u + g a,,Seifart2015,110,,^ h ɨ ɨ k u - g a $,PBoM,*hɨɨku-ga,142,*xɯ́ɯ́ko-gai,,[]
Bora-109_flea-1,,Bora,109_flea,ɯ́ɯ́kʰo-kʷa,ɯ́ɯ́kʰo-kʷa,!ɯ́/ɯ !ɯ́/ɯ kʰ o + kʷ a,,Seifart2015,110,,^ ɯ́ ɯ́ kʰ o - kʷ a $,Bora,*hɨɨku-ga,142,,,['?-cl:plank']
Muinane-109_flea-1,,Muinane,109_flea,hɨ́ɨ́ku-gai,hɨ́ɨ́ku-gai,h !ɨ́/ɨ !ɨ́/ɨ k u + g a i,,Seifart2015,110,,^ h ɨ́ ɨ́ k u - g a i $,Muinane,*hɨɨku-ga,142,,,[]
PBoM-110_louse-1,,PBoM,110_louse,gaaini-ʔu,gaaini-ʔu,g a a i n i + ʔ u,,Seifart2015,111,,^ g a a i n i - ʔ u $,PBoM,*gaaini-ʔu,143,"*gáainiʔo, *gai(ʔtéxɨ)","Leipzig-Jakarta, Swadesh",[]
Bora-110_louse-1,,Bora,110_louse,kʷááni-ʔʲo,kʷááni-ʔʲo,kʷ !á/a !á/a n i + ʔʲ o,,Seifart2015,111,,^ kʷ á á n i - ʔʲ o $,Bora,*gaaini-ʔu,143,,"Leipzig-Jakarta, Swadesh",['louse-cl:oval']
Muinane-110_louse-1,,Muinane,110_louse,gáaɲi-ʔu,gáaɲi-ʔu,g !á/a a ɲ i + ʔ u,,Seifart2015,111,,^ g á a ɲ i - ʔ u $,Muinane,*gaaini-ʔu,143,,"Leipzig-Jakarta, Swadesh",[]
PBoM-111_mosquito-1,,PBoM,111_mosquito,gaaihɨ,gaaihɨ,g a a i h ɨ,,Seifart2015,112,,^ g a a i h ɨ $,PBoM,*gaaihɨ,144,"*gaáí-xɯ(-ba), *gáí-(mɯ́ɯ́-taba), (opiǰɯ)",,[]
Bora-111_mosquito-1,,Bora,111_mosquito,kʷaáhʲɯ,kʷaáhʲɯ,kʷ a !á/a hʲ ɯ,,Seifart2015,112,,^ kʷ a á hʲ ɯ $,Bora,*gaaihɨ,144,,,[]
Muinane-111_mosquito-1,,Muinane,111_mosquito,gáaihɨba,gáaihɨba,g !á/a a i h ɨ b a,,Seifart2015,112,,^ g á a i h ɨ b a $,Muinane,*gaaihɨ,144,,,[]
PBoM-112_termite-1,,PBoM,112_termite,maʔarɨ,maʔarɨ,m a ʔ a r ɨ,,Seifart2015,113,,^ m a ʔ a r ɨ $,PBoM,*maʔarɨ,145,"*(mɯ́ǰɯ́gí(y)ɯ), *máʔarɯ́(mɯɯ́-be), (táabane), (tákíʔki-ba), (mooá-ba)",,[]
Bora-112_termite-1,,Bora,112_termite,máʔarɯ́-mɯɯ́pe,máʔarɯ́-mɯɯ́pe,m !á/a ʔ a r !ɯ́/ɯ + m ɯ !ɯ́/ɯ p e,,Seifart2015,113,,^ m á ʔ a r ɯ́ - m ɯ ɯ́ p e $,Bora,*maʔarɨ,145,,,['termite-person']
Muinane-112_termite-1,,Muinane,112_termite,máʔarɨ,máʔarɨ,m !á/a ʔ a r ɨ,,Seifart2015,113,,^ m á ʔ a r ɨ $,Muinane,*maʔarɨ,145,,,[]
PBoM-113_ant-1,,PBoM,113_ant,piimo,piimo,p i i m o,,Seifart2015,114,,^ p i i m o $,PBoM,*piimo,146,*píime(ba),Leipzig-Jakarta,[]
Bora-113_ant-1,,Bora,113_ant,pʰíímʲepa,pʰíímʲepa,pʰ !í/i !í/i mʲ e p a,,Seifart2015,114,,^ pʰ í í mʲ e p a $,Bora,*piimo,146,,Leipzig-Jakarta,[]
Muinane-113_ant-1,,Muinane,113_ant,ɸíimo,ɸíimo,ɸ !í/i i m o,,Seifart2015,114,,^ ɸ í i m o $,Muinane,*piimo,146,,Leipzig-Jakarta,[]
PBoM-114_spider-1,,PBoM,114_spider,paaga-,paaga-,p a a g a +,,Seifart2015,115,,^ p a a g a - $,PBoM,*paaga-,147,"*páaga-xɨ, *paagá-(yɯ), (xɯ́ɯ́móʔai), (ííkkoxɨ), (doʔgá-xɨ)",,[]
Bora-114_spider-1,,Bora,114_spider,pʰaakʷá-jɯ,pʰaakʷá-jɯ,pʰ a a kʷ !á/a + j ɯ,,Seifart2015,115,,^ pʰ a a kʷ á - j ɯ $,Bora,*paaga-,147,,,['spider-cl:round']
Muinane-114_spider-1,,Muinane,114_spider,ɸáaga-he,ɸáaga-he,ɸ !á/a a g a + h e,,Seifart2015,115,,^ ɸ á a g a - h e $,Muinane,*paaga-,147,,,['spider-cl:disc']
PBoM-115_jiggertungapenetrans-1,,PBoM,115_jiggertungapenetrans,niipahe,niipahe,n i i p a h e,,Seifart2015,116,,^ n i i p a h e $,PBoM,*niipahe,148,*níipa-xɨ,,[]
Bora-115_jiggertungapenetrans-1,,Bora,115_jiggertungapenetrans,níípʰahɨ,níípʰahɨ,n !í/i !í/i pʰ a h ɨ,,Seifart2015,116,,^ n í í pʰ a h ɨ $,Bora,*niipahe,148,,,[]
Muinane-115_jiggertungapenetrans-1,,Muinane,115_jiggertungapenetrans,níiɸahe,níiɸahe,n !í/i i ɸ a h e,,Seifart2015,116,,^ n í i ɸ a h e $,Muinane,*niipahe,148,,,[]
PBoM-116_bush-1,,PBoM,116_bush,bahɨ,bahɨ,b a h ɨ,,Seifart2015,117,,^ b a h ɨ $,PBoM,*bahɨ,149,*báxɯɯ́,,[]
Bora-116_bush-1,,Bora,116_bush,páhɯɯ́,páhɯɯ́,p !á/a h ɯ !ɯ́/ɯ,,Seifart2015,117,,^ p á h ɯ ɯ́ $,Bora,*bahɨ,149,,,[]
Muinane-116_bush-1,,Muinane,116_bush,báhɨ,báhɨ,b !á/a h ɨ,,Seifart2015,117,,^ b á h ɨ $,Muinane,*bahɨ,149,,,[]
PBoM-117_grasslandopengrassland-1,,PBoM,117_grasslandopengrassland,"namettɨhe,ʦukkum()he",namettɨhe,n a m e t t ɨ h e,,Seifart2015,118,,^ n a m e t t ɨ h e $,PBoM,"*namettɨhe,*ʦukkum()he",150,,,[]
PBoM-117_grasslandopengrassland-2,,PBoM,117_grasslandopengrassland,"namettɨhe,ʦukkum()he",ʦukkumhe,ts u k k u m h e,,Seifart2015,118,,^ ʦ u k k u m h e $,PBoM,"*namettɨhe,*ʦukkum()he",150,,,[]
Bora-117_grasslandopengrassland-1,,Bora,117_grasslandopengrassland,"nómɨ́htʰɯhɨ, ʦʰóhkʰómɯhɨ",nómɨ́htʰɯhɨ,n !ó/o m !ɨ́/ɨ h tʰ ɯ h ɨ,,Seifart2015,118,,^ n ó m ɨ́ h tʰ ɯ h ɨ $,Bora,"*namettɨhe,*ʦukkum()he",150,,,[]
Bora-117_grasslandopengrassland-2,,Bora,117_grasslandopengrassland,"nómɨ́htʰɯhɨ, ʦʰóhkʰómɯhɨ",ʦʰóhkʰómɯhɨ,tsʰ !ó/o h kʰ !ó/o m ɯ h ɨ,,Seifart2015,118,,^ ʦʰ ó h kʰ ó m ɯ h ɨ $,Bora,"*namettɨhe,*ʦukkum()he",150,,,[]
Muinane-117_grasslandopengrassland-1,,Muinane,117_grasslandopengrassland,"námettɨhe, súkkumehe",námettɨhe,n !á/a m e t t ɨ h e,Note: see 161,Seifart2015,118,,^ n á m e t t ɨ h e $,Muinane,"*namettɨhe,*ʦukkum()he",150,,,[]
Muinane-117_grasslandopengrassland-2,,Muinane,117_grasslandopengrassland,"námettɨhe, súkkumehe",súkkumehe,s !ú/u k k u m e h e,Note: see 161,Seifart2015,118,,^ s ú k k u m e h e $,Muinane,"*namettɨhe,*ʦukkum()he",150,,,[]
PBoM-118_hill-1,,PBoM,118_hill,"gahɨɨ,baaɨɨ",gahɨɨ,g a h ɨ ɨ,,Seifart2015,119,,^ g a h ɨ ɨ $,PBoM,"*gahɨɨ,*baaɨɨ",151,"*gáxɯɯ́, *(káme)-gáxɯ, *(pá)-gaxɯ, *báaɯɯ́, *(pá)-ʔbaɯ {293}",,[]
PBoM-118_hill-2,,PBoM,118_hill,"gahɨɨ,baaɨɨ",baaɨɨ,b a a ɨ ɨ,,Seifart2015,119,,^ b a a ɨ ɨ $,PBoM,"*gahɨɨ,*baaɨɨ",151,"*gáxɯɯ́, *(káme)-gáxɯ, *(pá)-gaxɯ, *báaɯɯ́, *(pá)-ʔbaɯ {293}",,[]
Bora-118_hill-1,,Bora,118_hill,"kʷáhɯɯ́, páɯɯ́",kʷáhɯɯ́,kʷ !á/a h ɯ !ɯ́/ɯ,,Seifart2015,119,,^ kʷ á h ɯ ɯ́ $,Bora,"*gahɨɨ,*baaɨɨ",151,,,[]
Bora-118_hill-2,,Bora,118_hill,"kʷáhɯɯ́, páɯɯ́",páɯɯ́,p !á/a ɯ !ɯ́/ɯ,,Seifart2015,119,,^ p á ɯ ɯ́ $,Bora,"*gahɨɨ,*baaɨɨ",151,,,[]
Muinane-118_hill-1,,Muinane,118_hill,"gáhɨ, báaɨ",gáhɨ,g !á/a h ɨ,,Seifart2015,119,,^ g á h ɨ $,Muinane,"*gahɨɨ,*baaɨɨ",151,,,[]
Muinane-118_hill-2,,Muinane,118_hill,"gáhɨ, báaɨ",báaɨ,b !á/a a ɨ,,Seifart2015,119,,^ b á a ɨ $,Muinane,"*gahɨɨ,*baaɨɨ",151,,,[]
PBoM-119_tree-1,,PBoM,119_tree,ɨmo-ʔo,ɨmo-ʔo,ɨ m o + ʔ o,,Seifart2015,120,,^ ɨ m o - ʔ o $,PBoM,*ɨmo-ʔo,152,"*ɯ́me-ʔe {tree-wood,60}","Leipzig-Jakarta, Swadesh",[]
Bora-119_tree-1,,Bora,119_tree,ɯ́me-ʔe,ɯ́me-ʔe,!ɯ́/ɯ m e + ʔ e,,Seifart2015,120,,^ ɯ́ m e - ʔ e $,Bora,*ɨmo-ʔo,152,,"Leipzig-Jakarta, Swadesh",['wood-cl:tree']
Muinane-119_tree-1,,Muinane,119_tree,ɨ́mo-ʔo,ɨ́mo-ʔo,!ɨ́/ɨ m o + ʔ o,,Seifart2015,120,,^ ɨ́ m o - ʔ o $,Muinane,*ɨmo-ʔo,152,,"Leipzig-Jakarta, Swadesh",[]
PBoM-120_leaftreeleaf-1,,PBoM,120_leaftreeleaf,aame,aame,a a m e,,Seifart2015,121,,^ a a m e $,PBoM,*aame,153,"*(ɨ́na)-ʔáámɨ, (-xɯ́ɯ́ʔoó), (mɨ́ɨ́ɯmɯ)","Leipzig-Jakarta, Swadesh",[]
Bora-120_leaftreeleaf-1,,Bora,120_leaftreeleaf,ʔáámɨɨ́,ʔáámɨɨ́,ʔ !á/a !á/a m ɨ !ɨ́/ɨ,,Seifart2015,121,,^ ʔ á á m ɨ ɨ́ $,Bora,*aame,153,,"Leipzig-Jakarta, Swadesh",[]
Muinane-120_leaftreeleaf-1,,Muinane,120_leaftreeleaf,áame,áame,!á/a a m e,Note =154,Seifart2015,121,,^ á a m e $,Muinane,*aame,153,,"Leipzig-Jakarta, Swadesh",[]
PBoM-120_leaftreeleaf-2,,PBoM,120_leaftreeleaf,-ʔaame,-ʔaame,+ ʔ a a m e,,Seifart2015,122,,^ - ʔ a a m e $,PBoM,*-ʔaame,154,*(ɨ́na)-ʔáamɨ,,[]
Bora-120_leaftreeleaf-2,,Bora,120_leaftreeleaf,ɨ́naʔáámɨ,ɨ́naʔáámɨ,!ɨ́/ɨ n a ʔ !á/a !á/a m ɨ,,Seifart2015,122,,^ ɨ́ n a ʔ á á m ɨ $,Bora,*-ʔaame,154,,,[]
Muinane-120_leaftreeleaf-2,,Muinane,120_leaftreeleaf,áame,áame,!á/a a m e,Note =153,Seifart2015,122,,^ á a m e $,Muinane,*-ʔaame,154,,,[]
PBoM-121_root-1,,PBoM,121_root,ba(i)(k)ko-,bako-,b a k o +,,Seifart2015,123,,^ b a k o - $,PBoM,*ba(i)(k)ko-,158,"*ba(i)(k)ké-(ʔeke), *bá(i)(k)keé, (-tane)","Leipzig-Jakarta, Swadesh",[]
Bora-121_root-1,,Bora,121_root,páhkʰʲeé,páhkʰʲeé,p !á/a h kʰʲ e !é/e,,Seifart2015,123,,^ p á h kʰʲ e é $,Bora,*ba(i)(k)ko-,158,,"Leipzig-Jakarta, Swadesh",[]
Muinane-121_root-1,,Muinane,121_root,bakóʔoko,bakóʔoko,b a k !ó/o ʔ o k o,,Seifart2015,123,,^ b a k ó ʔ o k o $,Muinane,*ba(i)(k)ko-,158,,"Leipzig-Jakarta, Swadesh",[]
PBoM-122_seed-1,,PBoM,122_seed,batʦu-,batʦu-,b a t ts u +,,Seifart2015,124,,^ b a t ʦ u - $,PBoM,*batʦu-,159,"*batʦó-(), (néébaba), (painéβa-ɯ)",Swadesh,[]
Bora-122_seed-1,,Bora,122_seed,pahʦʰó-kʷa,pahʦʰó-kʷa,p a h tsʰ !ó/o + kʷ a,,Seifart2015,124,,^ p a h ʦʰ ó - kʷ a $,Bora,*batʦu-,159,,Swadesh,['plant-cl:plank']
Muinane-122_seed-1,,Muinane,122_seed,basú-ta,basú-ta,b a s !ú/u + t a,,Seifart2015,124,,^ b a s ú - t a $,Muinane,*batʦu-,159,,Swadesh,[]
PBoM-123_stick-1,,PBoM,123_stick,ɨmoo-ʔi,ɨmoo-ʔi,ɨ m o o + ʔ i,,Seifart2015,125,,^ ɨ m o o - ʔ i $,PBoM,ɨmoo-ʔi,160,"* ɯ́méʔe-i, *ɯ́mé-(ne-ba), (ǰári-ga)",,[]
Bora-123_stick-1,,Bora,123_stick,ɯ́mé-ʔe-i,ɯ́mé-ʔe-i,!ɯ́/ɯ m !é/e + ʔ e + i,,Seifart2015,125,,^ ɯ́ m é - ʔ e - i $,Bora,ɨmoo-ʔi,160,,,['wood-cl:tree-cl:stick']
Muinane-123_stick-1,,Muinane,123_stick,ɨ́mee-ʔi,ɨ́mee-ʔi,!ɨ́/ɨ m e e + ʔ i,,Seifart2015,125,,^ ɨ́ m e e - ʔ i $,Muinane,ɨmoo-ʔi,160,,,['wood-cl:stick']
PBoM-124_grass-1,,PBoM,124_grass,ʦukkume-he,ʦukkume-he,ts u k k u m e + h e,,Seifart2015,126,,^ ʦ u k k u m e - h e $,PBoM,*ʦukkume-he,161,"*ʦókkómɯxɨ, (páíxɯ), (pɨɨ́βa)",,[]
Bora-124_grass-1,,Bora,124_grass,ʦʰóhkʰómɯ-hɨ,ʦʰóhkʰómɯ-hɨ,tsʰ !ó/o h kʰ !ó/o m ɯ + h ɨ,,Seifart2015,126,,^ ʦʰ ó h kʰ ó m ɯ - h ɨ $,Bora,*ʦukkume-he,161,,,['grassland-cl:disc']
Muinane-124_grass-1,,Muinane,124_grass,súkkume-he,súkkume-he,s !ú/u k k u m e + h e,Note =150,Seifart2015,126,,^ s ú k k u m e - h e $,Muinane,*ʦukkume-he,161,,,[]
PBoM-125_cassavabread-1,,PBoM,125_cassavabread,máaʔu,máaʔu,m á a ʔ u,,Seifart2015,127,,^ m á a ʔ u $,PBoM,*máaʔu,163,"*(xáara), (páikoómi) {sweet}, *pɨ́ɨkkaá, (baaxɯ́ri) {bitter}",,[]
Bora-125_cassavabread-1,,Bora,125_cassavabread,mááʔo,mááʔo,m !á/a !á/a ʔ o,,Seifart2015,127,,^ m á á ʔ o $,Bora,*máaʔu,163,,,[]
Muinane-125_cassavabread-1,,Muinane,125_cassavabread,máaʔu,máaʔu,m !á/a a ʔ u,,Seifart2015,127,,^ m á a ʔ u $,Muinane,*máaʔu,163,,,[]
PBoM-126_tobacco-1,,PBoM,126_tobacco,baino,baino,b a i n o,,Seifart2015,128,,^ b a i n o $,PBoM,*baino,165,*baine,,[]
Bora-126_tobacco-1,,Bora,126_tobacco,paɲe,paɲe,p a ɲ e,,Seifart2015,128,,^ p a ɲ e $,Bora,*baino,165,,,[]
Muinane-126_tobacco-1,,Muinane,126_tobacco,báɲo,báɲo,b !á/a ɲ o,,Seifart2015,128,,^ b á ɲ o $,Muinane,*baino,165,,,[]
PBoM-127_cotton-1,,PBoM,127_cotton,haʔdi,haʔdi,h a ʔ d i,,Seifart2015,129,,^ h a ʔ d i $,PBoM,*haʔdi,166,*xáʔadi,,[]
Bora-127_cotton-1,,Bora,127_cotton,aʔti,aʔti,a ʔ t i,,Seifart2015,129,,^ a ʔ t i $,Bora,*haʔdi,166,,,[]
Muinane-127_cotton-1,,Muinane,127_cotton,háʔadi,háʔadi,h !á/a ʔ a d i,,Seifart2015,129,,^ h á ʔ a d i $,Muinane,*haʔdi,166,,,[]
PBoM-128_gourd-1,,PBoM,128_gourd,duutu,duutu,d u u t u,,Seifart2015,130,,^ d u u t u $,PBoM,*duutu,167,"(xáʔaxɨ), *dóoto-",,[]
Bora-128_gourd-1,,Bora,128_gourd,toótʰo,toótʰo,t o !ó/o tʰ o,,Seifart2015,130,,^ t o ó tʰ o $,Bora,*duutu,167,,,[]
Muinane-128_gourd-1,,Muinane,128_gourd,dúutuʔu,dúutuʔu,d !ú/u u t u ʔ u,,Seifart2015,130,,^ d ú u t u ʔ u $,Muinane,*duutu,167,,,[]
PBoM-129_yam-1,,PBoM,129_yam,kɨnii-,kɨnii-,k ɨ n i i +,,Seifart2015,131,,^ k ɨ n i i - $,PBoM,*kɨnii-,168,"*kɨni(romi), *kɨ́nií-(ɯ)",,[]
Bora-129_yam-1,,Bora,129_yam,kʰɯni,kʰɯni,kʰ ɯ n i,,Seifart2015,131,,^ kʰ ɯ n i $,Bora,*kɨnii-,168,,,[]
Muinane-129_yam-1,,Muinane,129_yam,kɨ́nirumi,kɨ́nirumi,k !ɨ́/ɨ n i r u m i,,Seifart2015,131,,^ k ɨ́ n i r u m i $,Muinane,*kɨnii-,168,,,[]
PBoM-130_annatto-1,,PBoM,130_annatto,nooba-ba,nooba-ba,n o o b a + b a,,Seifart2015,132,,^ n o o b a - b a $,PBoM,*nooba-ba,170,*néebaba,,[]
Bora-130_annatto-1,,Bora,130_annatto,néépa-pa,néépa-pa,n !é/e !é/e p a + p a,,Seifart2015,132,,^ n é é p a - p a $,Bora,*nooba-ba,170,,,['annatto-cl']
