ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,ProtoForm,ProtoSet,APBM,BasicVocabulary,Morphemes
PBoM-314_ask-1,,PBoM,314_ask,díʤu,díʤu,d !í/i dʒ u,,Seifart2015,318,,^ d í ʤ u $,PBoM,*díʤu,412,,,[]
Bora-314_ask-1,,Bora,314_ask,tiʧo,tiʧo,t i tʃ o,,Seifart2015,318,,^ t i ʧ o $,Bora,*díʤu,412,,,[]
Muinane-314_ask-1,,Muinane,314_ask,díʤu-ʔi,díʤu-ʔi,d !í/i dʒ u + ʔ i,,Seifart2015,318,,^ d í ʤ u - ʔ i $,Muinane,*díʤu,412,,,[]
PBoM-315_taste-1,,PBoM,315_taste,nɨtʦu,nɨtʦu,n ɨ t ts u,,Seifart2015,319,,^ n ɨ t ʦ u $,PBoM,*nɨtʦu,413,,,[]
Bora-315_taste-1,,Bora,315_taste,nɯhʦʰo,nɯhʦʰo,n ɯ h tsʰ o,,Seifart2015,319,,^ n ɯ h ʦʰ o $,Bora,*nɨtʦu,413,,,[]
Muinane-315_taste-1,,Muinane,315_taste,nɨ́su-ʔi,nɨ́su-ʔi,n !ɨ́/ɨ s u + ʔ i,,Seifart2015,319,,^ n ɨ́ s u - ʔ i $,Muinane,*nɨtʦu,413,,,[]
PBoM-316_stay-1,,PBoM,316_stay,pítá(),pítá,p !í/i t á,,Seifart2015,320,,^ p í t á $,PBoM,*pítá(),414,,,[]
Bora-316_stay-1,,Bora,316_stay,pʰítʰʲáʔa-aβe,pʰítʰʲáʔa-aβe,pʰ !í/i tʰʲ !á/a ʔ a + a β e,,Seifart2015,320,,^ pʰ í tʰʲ á ʔ a - a β e $,Bora,*pítá(),414,,,[]
Muinane-316_stay-1,,Muinane,316_stay,ɸítáɸéte-ʔi,ɸítáɸéte-ʔi,ɸ !í/i t !á/a ɸ !é/e t e + ʔ i,,Seifart2015,320,,^ ɸ í t á ɸ é t e - ʔ i $,Muinane,*pítá(),414,,,[]
PBoM-317_want-1,,PBoM,317_want,"ím()-go-,gáihɨ-,káβa-",ím-go-,!í/i m + g o +,,Seifart2015,321,,^ í m - g o - $,PBoM,"*ím()-go-,gáihɨ-,káβa-",417,,,[]
PBoM-317_want-2,,PBoM,317_want,"ím()-go-,gáihɨ-,káβa-",gáihɨ-,g á i h ɨ +,,Seifart2015,321,,^ g á i h ɨ - $,PBoM,"*ím()-go-,gáihɨ-,káβa-",417,,,[]
PBoM-317_want-3,,PBoM,317_want,"ím()-go-,gáihɨ-,káβa-",káβa-,k á β a +,,Seifart2015,321,,^ k á β a - $,PBoM,"*ím()-go-,gáihɨ-,káβa-",417,,,[]
Bora-317_want-1,,Bora,317_want,imí-ʧe,imí-ʧe,i m !í/i + tʃ e,,Seifart2015,321,,^ i m í - ʧ e $,Bora,"*ím()-go-,gáihɨ-,káβa-",417,,,"['good-consider,', 'kʷahʲɯ,', 'kʰaaβa']"
Muinane-317_want-1,,Muinane,317_want,"íme-ge-ʔi, gáihɨ-ʔi, káβa-ʔi",íme-ge-ʔi,!í/i m e + g e + ʔ i,,Seifart2015,321,,^ í m e - g e - ʔ i $,Muinane,"*ím()-go-,gáihɨ-,káβa-",417,,,[]
Muinane-317_want-2,,Muinane,317_want,"íme-ge-ʔi, gáihɨ-ʔi, káβa-ʔi",gáihɨ-ʔi,g !á/a i h ɨ + ʔ i,,Seifart2015,321,,^ g á i h ɨ - ʔ i $,Muinane,"*ím()-go-,gáihɨ-,káβa-",417,,,[]
Muinane-317_want-3,,Muinane,317_want,"íme-ge-ʔi, gáihɨ-ʔi, káβa-ʔi",káβa-ʔi,k !á/a β a + ʔ i,,Seifart2015,321,,^ k á β a - ʔ i $,Muinane,"*ím()-go-,gáihɨ-,káβa-",417,,,[]
PBoM-318_grate-1,,PBoM,318_grate,kaʦu,kaʦu,k a ts u,,Seifart2015,322,,^ k a ʦ u $,PBoM,*kaʦu,418,,,[]
Bora-318_grate-1,,Bora,318_grate,kʰaaʦʰo,kʰaaʦʰo,kʰ a a tsʰ o,,Seifart2015,322,,^ kʰ a a ʦʰ o $,Bora,*kaʦu,418,,,[]
Muinane-318_grate-1,,Muinane,318_grate,kásu-ʔi,kásu-ʔi,k !á/a s u + ʔ i,Note =529,Seifart2015,322,,^ k á s u - ʔ i $,Muinane,*kaʦu,418,,,[]
PBoM-319_alone-1,,PBoM,319_alone,i()-ro,i-ro,i + r o,,Seifart2015,323,,^ i - r o $,PBoM,*i()-ro,426,,,[]
Bora-319_alone-1,,Bora,319_alone,i-je,i-je,i + j e,,Seifart2015,323,,^ i - j e $,Bora,*i()-ro,426,,,['3-rest']
Muinane-319_alone-1,,Muinane,319_alone,-re,-re,+ r e,,Seifart2015,323,,^ - r e $,Muinane,*i()-ro,426,,,[]
PBoM-320_dream-1,,PBoM,320_dream,tɨga,tɨga,t ɨ g a,,Seifart2015,324,,^ t ɨ g a $,PBoM,*tɨga,427,,,[]
Bora-320_dream-1,,Bora,320_dream,tʰɯkʷa,tʰɯkʷa,tʰ ɯ kʷ a,,Seifart2015,324,,^ tʰ ɯ kʷ a $,Bora,*tɨga,427,,,[]
Muinane-320_dream-1,,Muinane,320_dream,tɨ́ga-ʔi,tɨ́ga-ʔi,t !ɨ́/ɨ g a + ʔ i,,Seifart2015,324,,^ t ɨ́ g a - ʔ i $,Muinane,*tɨga,427,,,[]
PBoM-321_sweat-1,,PBoM,321_sweat,tugaa,tugaa,t u g a a,,Seifart2015,325,,^ t u g a a $,PBoM,*tugaa,429,,,[]
Bora-321_sweat-1,,Bora,321_sweat,tʰokʷa,tʰokʷa,tʰ o kʷ a,,Seifart2015,325,,^ tʰ o kʷ a $,Bora,*tugaa,429,,,[]
Muinane-321_sweat-1,,Muinane,321_sweat,túgáa-ʔi,túgáa-ʔi,t !ú/u g !á/a a + ʔ i,,Seifart2015,325,,^ t ú g á a - ʔ i $,Muinane,*tugaa,429,,,[]
PBoM-322_behungry-1,,PBoM,322_behungry,áih()ba,áihba,á i h b a,,Seifart2015,326,,^ á i h b a $,PBoM,áih()ba,431,,,[]
Bora-322_behungry-1,,Bora,322_behungry,ahʲápááβatʰe,ahʲápááβatʰe,a hʲ !á/a p !á/a !á/a β a tʰ e,,Seifart2015,326,,^ a hʲ á p á á β a tʰ e $,Bora,áih()ba,431,,,[]
Muinane-322_behungry-1,,Muinane,322_behungry,áheba,áheba,!á/a h e b a,,Seifart2015,326,,^ á h e b a $,Muinane,áih()ba,431,,,[]
PBoM-323_itch-1,,PBoM,323_itch,áhé,áhé,á h !é/e,,Seifart2015,327,,^ á h é $,PBoM,*áhé,434,,,[]
Bora-323_itch-1,,Bora,323_itch,ahɨ,ahɨ,a h ɨ,,Seifart2015,327,,^ a h ɨ $,Bora,*áhé,434,,,[]
Muinane-323_itch-1,,Muinane,323_itch,áhéβano,áhéβano,!á/a h !é/e β a n o,,Seifart2015,327,,^ á h é β a n o $,Muinane,*áhé,434,,,[]
PBoM-324_roast-1,,PBoM,324_roast,"garééku,ʦúʔkúʦu-",garééku,g a r !é/e !é/e k u,,Seifart2015,328,,^ g a r é é k u $,PBoM,"*garééku,ʦúʔkúʦu-",435,,,[]
PBoM-324_roast-2,,PBoM,324_roast,"garééku,ʦúʔkúʦu-",ʦúʔkúʦu-,ts !ú/u ʔ k !ú/u ts u +,,Seifart2015,328,,^ ʦ ú ʔ k ú ʦ u - $,PBoM,"*garééku,ʦúʔkúʦu-",435,,,[]
Bora-324_roast-1,,Bora,324_roast,"kʷárɨʔkʰo, ʦʰóʔkʰoʦʰo",kʷárɨʔkʰo,kʷ !á/a r ɨ ʔ kʰ o,,Seifart2015,328,,^ kʷ á r ɨ ʔ kʰ o $,Bora,"*garééku,ʦúʔkúʦu-",435,,,[]
Bora-324_roast-2,,Bora,324_roast,"kʷárɨʔkʰo, ʦʰóʔkʰoʦʰo",ʦʰóʔkʰoʦʰo,tsʰ !ó/o ʔ kʰ o tsʰ o,,Seifart2015,328,,^ ʦʰ ó ʔ kʰ o ʦʰ o $,Bora,"*garééku,ʦúʔkúʦu-",435,,,[]
Muinane-324_roast-1,,Muinane,324_roast,"garééku-ʔi, súkúsu-ʔi",garééku-ʔi,g a r !é/e !é/e k u + ʔ i,,Seifart2015,328,,^ g a r é é k u - ʔ i $,Muinane,"*garééku,ʦúʔkúʦu-",435,,,[]
Muinane-324_roast-2,,Muinane,324_roast,"garééku-ʔi, súkúsu-ʔi",súkúsu-ʔi,s !ú/u k !ú/u s u + ʔ i,,Seifart2015,328,,^ s ú k ú s u - ʔ i $,Muinane,"*garééku,ʦúʔkúʦu-",435,,,[]
PBoM-325_bring-1,,PBoM,325_bring,ʦ()βa,ʦβa,ts β a,,Seifart2015,329,,^ ʦ β a $,PBoM,*ʦ()βa,437,,,[]
Bora-325_bring-1,,Bora,325_bring,ʦʰiβa,ʦʰiβa,tsʰ i β a,,Seifart2015,329,,^ ʦʰ i β a $,Bora,*ʦ()βa,437,,,[]
Muinane-325_bring-1,,Muinane,325_bring,sɨ́βa-ʔi,sɨ́βa-ʔi,s !ɨ́/ɨ β a + ʔ i,,Seifart2015,329,,^ s ɨ́ β a - ʔ i $,Muinane,*ʦ()βa,437,,,[]
PBoM-326_payavisit-1,,PBoM,326_payavisit,ba,ba,b a,,Seifart2015,330,,^ b a $,PBoM,*ba,440,,,[]
Bora-326_payavisit-1,,Bora,326_payavisit,paa-ʔi,paa-ʔi,p a a + ʔ i,,Seifart2015,330,,^ p a a - ʔ i $,Bora,*ba,440,,,[]
Muinane-326_payavisit-1,,Muinane,326_payavisit,báa-ʔi,báa-ʔi,b !á/a a + ʔ i,,Seifart2015,330,,^ b á a - ʔ i $,Muinane,*ba,440,,,[]
PBoM-117_grasslandopengrassland-3,,PBoM,117_grasslandopengrassland,namettɨhe,namettɨhe,n a m e t t ɨ h e,,Seifart2015,331,,^ n a m e t t ɨ h e $,PBoM,*namettɨhe,441,,,[]
Bora-117_grasslandopengrassland-3,,Bora,117_grasslandopengrassland,nómɨ́htʰɯhɨ,nómɨ́htʰɯhɨ,n !ó/o m !ɨ́/ɨ h tʰ ɯ h ɨ,,Seifart2015,331,,^ n ó m ɨ́ h tʰ ɯ h ɨ $,Bora,*namettɨhe,441,,,[]
Muinane-117_grasslandopengrassland-3,,Muinane,117_grasslandopengrassland,námettɨhe,námettɨhe,n !á/a m e t t ɨ h e,"Note: =150, dialect. variantnámettehe",Seifart2015,331,,^ n á m e t t ɨ h e $,Muinane,*namettɨhe,441,,,[]
PBoM-327_yesterday-1,,PBoM,327_yesterday,ííhɨ,ííhɨ,!í/i !í/i h ɨ,,Seifart2015,332,,^ í í h ɨ $,PBoM,*ííhɨ,442,,Leipzig-Jakarta,[]
Bora-327_yesterday-1,,Bora,327_yesterday,iíhʲɯ,iíhʲɯ,i !í/i hʲ ɯ,,Seifart2015,332,,^ i í hʲ ɯ $,Bora,*ííhɨ,442,,Leipzig-Jakarta,[]
Muinane-327_yesterday-1,,Muinane,327_yesterday,ííhɨ,ííhɨ,!í/i !í/i h ɨ,,Seifart2015,332,,^ í í h ɨ $,Muinane,*ííhɨ,442,,Leipzig-Jakarta,[]
PBoM-328_inside-1,,PBoM,328_inside,paino,paino,p a i n o,,Seifart2015,333,,^ p a i n o $,PBoM,*paino,444,,,[]
Bora-328_inside-1,,Bora,328_inside,pʰaɲe,pʰaɲe,pʰ a ɲ e,,Seifart2015,333,,^ pʰ a ɲ e $,Bora,*paino,444,,,[]
Muinane-328_inside-1,,Muinane,328_inside,ɸáɲo,ɸáɲo,ɸ !á/a ɲ o,Note: 321,Seifart2015,333,,^ ɸ á ɲ o $,Muinane,*paino,444,,,[]
PBoM-329_softtender-1,,PBoM,329_softtender,paiβoo,paiβoo,p a i β o o,,Seifart2015,334,,^ p a i β o o $,PBoM,*paiβoo,445,,,[]
Bora-329_softtender-1,,Bora,329_softtender,pʰaβʲee,pʰaβʲee,pʰ a βʲ e e,,Seifart2015,334,,^ pʰ a βʲ e e $,Bora,*paiβoo,445,,,[]
Muinane-329_softtender-1,,Muinane,329_softtender,ɸáiβée-ʔi,ɸáiβée-ʔi,ɸ !á/a i β !é/e e + ʔ i,,Seifart2015,334,,^ ɸ á i β é e - ʔ i $,Muinane,*paiβoo,445,,,[]
PBoM-330_happy-1,,PBoM,330_happy,im(),im,i m,,Seifart2015,335,,^ i m $,PBoM,*im(),446,,,[]
Bora-330_happy-1,,Bora,330_happy,imí-hʲɯɯ,imí-hʲɯɯ,i m !í/i + hʲ ɯ ɯ,,Seifart2015,335,,^ i m í - hʲ ɯ ɯ $,Bora,*im(),446,,,[]
Muinane-330_happy-1,,Muinane,330_happy,ímo ímo,ímo ímo,!í/i m o + !í/i m o,,Seifart2015,335,,^ í m o + í m o $,Muinane,*im(),446,,,[]
PBoM-331_bitter-1,,PBoM,331_bitter,paapai,paapai,p a a p a i,,Seifart2015,336,,^ p a a p a i $,PBoM,*paapai,447,,Leipzig-Jakarta,[]
Bora-331_bitter-1,,Bora,331_bitter,pʰaapʰa,pʰaapʰa,pʰ a a pʰ a,,Seifart2015,336,,^ pʰ a a pʰ a $,Bora,*paapai,447,,Leipzig-Jakarta,[]
Muinane-331_bitter-1,,Muinane,331_bitter,ɸááɸa-ɲo,ɸááɸa-ɲo,ɸ !á/a !á/a ɸ a + ɲ o,,Seifart2015,336,,^ ɸ á á ɸ a - ɲ o $,Muinane,*paapai,447,,Leipzig-Jakarta,[]
PBoM-332_fast-1,,PBoM,332_fast,góóβá,góóβá,g !ó/o !ó/o β á,,Seifart2015,337,,^ g ó ó β á $,PBoM,*góóβá,448,,,[]
Bora-332_fast-1,,Bora,332_fast,ʧeβá,ʧeβá,tʃ e β !á/a,,Seifart2015,337,,^ ʧ e β á $,Bora,*góóβá,448,,,[]
Muinane-332_fast-1,,Muinane,332_fast,góóβá-no,góóβá-no,g !ó/o !ó/o β !á/a + n o,,Seifart2015,337,,^ g ó ó β á - n o $,Muinane,*góóβá,448,,,[]
PBoM-333_blind-1,,PBoM,333_blind,ái()ɨme-tɨ,áiɨme-tɨ,á i ɨ m e + t ɨ,,Seifart2015,338,,^ á i ɨ m e - t ɨ $,PBoM,*ái()ɨme-tɨ,450,,,[]
Bora-333_blind-1,,Bora,333_blind,áhʧʰɯ́mɨ-tʰɯ́ɯ́-pe,áhʧʰɯ́mɨ-tʰɯ́ɯ́-pe,!á/a h tʃʰ !ɯ́/ɯ m ɨ + tʰ !ɯ́/ɯ !ɯ́/ɯ + p e,,Seifart2015,338,,^ á h ʧʰ ɯ́ m ɨ - tʰ ɯ́ ɯ́ - p e $,Bora,*ái()ɨme-tɨ,450,,,['see-neg-masc.sg']
Muinane-333_blind-1,,Muinane,333_blind,áatʲɨme-tɨ-,áatʲɨme-tɨ-,!á/a a tʲ ɨ m e + t ɨ +,Note: cf. 277,Seifart2015,338,,^ á a tʲ ɨ m e - t ɨ - $,Muinane,*ái()ɨme-tɨ,450,,,[]
PBoM-334_dockport-1,,PBoM,334_dockport,mɨkku,mɨkku,m ɨ k k u,,Seifart2015,339,,^ m ɨ k k u $,PBoM,*mɨkku,451,,,[]
Bora-334_dockport-1,,Bora,334_dockport,mɯ́hkʰohɯ,mɯ́hkʰohɯ,m !ɯ́/ɯ h kʰ o h ɯ,,Seifart2015,339,,^ m ɯ́ h kʰ o h ɯ $,Bora,*mɨkku,451,,,[]
Muinane-334_dockport-1,,Muinane,334_dockport,mɨ́ku,mɨ́ku,m !ɨ́/ɨ k u,,Seifart2015,339,,^ m ɨ́ k u $,Muinane,*mɨkku,451,,,[]
PBoM-335_face-1,,PBoM,335_face,ɨme,ɨme,ɨ m e,,Seifart2015,340,,^ ɨ m e $,PBoM,*ɨme,454,,,[]
Bora-335_face-1,,Bora,335_face,ʔɯ́mɨ,ʔɯ́mɨ,ʔ !ɯ́/ɯ m ɨ,,Seifart2015,340,,^ ʔ ɯ́ m ɨ $,Bora,*ɨme,454,,,[]
Muinane-335_face-1,,Muinane,335_face,ɨ́me,ɨ́me,!ɨ́/ɨ m e,,Seifart2015,340,,^ ɨ́ m e $,Muinane,*ɨme,454,,,[]
PBoM-336_basket-1,,PBoM,336_basket,hɨβiiba,hɨβiiba,h ɨ β i i b a,,Seifart2015,341,,^ h ɨ β i i b a $,PBoM,*hɨβiiba,456,,,[]
Bora-336_basket-1,,Bora,336_basket,ɯ́βiípa,ɯ́βiípa,!ɯ́/ɯ β i !í/i p a,,Seifart2015,341,,^ ɯ́ β i í p a $,Bora,*hɨβiiba,456,,,[]
Muinane-336_basket-1,,Muinane,336_basket,hɨ́ííbai,hɨ́ííbai,h !ɨ́/ɨ !í/i !í/i b a i,,Seifart2015,341,,^ h ɨ́ í í b a i $,Muinane,*hɨβiiba,456,,,[]
PBoM-337_foam-1,,PBoM,337_foam,hɨ()aʔʦ(),hɨaʔʦ,h ɨ a ʔ ts,,Seifart2015,342,,^ h ɨ a ʔ ʦ $,PBoM,?*hɨ()aʔʦ(),458,,,[]
Bora-337_foam-1,,Bora,337_foam,ɯráʔʦʰa,ɯráʔʦʰa,ɯ r !á/a ʔ tsʰ a,,Seifart2015,342,,^ ɯ r á ʔ ʦʰ a $,Bora,?*hɨ()aʔʦ(),458,,,[]
Muinane-337_foam-1,,Muinane,337_foam,hɨ́βáase,hɨ́βáase,h !ɨ́/ɨ β !á/a a s e,,Seifart2015,342,,^ h ɨ́ β á a s e $,Muinane,?*hɨ()aʔʦ(),458,,,[]
PBoM-338_middle-1,,PBoM,338_middle,pééno,pééno,p !é/e !é/e n o,,Seifart2015,343,,^ p é é n o $,PBoM,*pééno,461,,,[]
Bora-338_middle-1,,Bora,338_middle,pʰɨɨne,pʰɨɨne,pʰ ɨ ɨ n e,,Seifart2015,343,,^ pʰ ɨ ɨ n e $,Bora,*pééno,461,,,[]
Muinane-338_middle-1,,Muinane,338_middle,ɸééne,ɸééne,ɸ !é/e !é/e n e,,Seifart2015,343,,^ ɸ é é n e $,Muinane,*pééno,461,,,[]
PBoM-339_thorn-1,,PBoM,339_thorn,hanoo-tto,hanoo-tto,h a n o o + t t o,,Seifart2015,344,,^ h a n o o - t t o $,PBoM,*hanoo-tto,462,,,[]
Bora-339_thorn-1,,Bora,339_thorn,áneétʰo,áneétʰo,!á/a n e !é/e tʰ o,,Seifart2015,344,,^ á n e é tʰ o $,Bora,*hanoo-tto,462,,,['thorn-cl']
Muinane-339_thorn-1,,Muinane,339_thorn,hánúútu,hánúútu,h !á/a n !ú/u !ú/u t u,Note: see 269,Seifart2015,344,,^ h á n ú ú t u $,Muinane,*hanoo-tto,462,,,[]
PBoM-340_tall-1,,PBoM,340_tall,káamo,káamo,k á a m o,,Seifart2015,345,,^ k á a m o $,PBoM,*káamo,463,,,[]
Bora-340_tall-1,,Bora,340_tall,kʰaame,kʰaame,kʰ a a m e,,Seifart2015,345,,^ kʰ a a m e $,Bora,*káamo,463,,,[]
Muinane-340_tall-1,,Muinane,340_tall,káamo,káamo,k !á/a a m o,,Seifart2015,345,,^ k á a m o $,Muinane,*káamo,463,,,[]
PBoM-341_palmoenocarpusbataua-1,,PBoM,341_palmoenocarpusbataua,kúume,kúume,k !ú/u u m e,,Seifart2015,346,,^ k ú u m e $,PBoM,*kúume,464,,,[]
Bora-341_palmoenocarpusbataua-1,,Bora,341_palmoenocarpusbataua,kʰoómɨ,kʰoómɨ,kʰ o !ó/o m ɨ,,Seifart2015,346,,^ kʰ o ó m ɨ $,Bora,*kúume,464,,,[]
Muinane-341_palmoenocarpusbataua-1,,Muinane,341_palmoenocarpusbataua,kúume-ʔe,kúume-ʔe,k !ú/u u m e + ʔ e,,Seifart2015,346,,^ k ú u m e - ʔ e $,Muinane,*kúume,464,,,[]
PBoM-342_medicine-1,,PBoM,342_medicine,táábú,táábú,t á á b !ú/u,,Seifart2015,347,,^ t á á b ú $,PBoM,*táábú,465,,,[]
Bora-342_medicine-1,,Bora,342_medicine,tʰaapo,tʰaapo,tʰ a a p o,,Seifart2015,347,,^ tʰ a a p o $,Bora,*táábú,465,,,[]
Muinane-342_medicine-1,,Muinane,342_medicine,táábú-ta,táábú-ta,t !á/a !á/a b !ú/u + t a,,Seifart2015,347,,^ t á á b ú - t a $,Muinane,*táábú,465,,,[]
PBoM-343_lateron-1,,PBoM,343_lateron,buun(),buun,b u u n,,Seifart2015,348,,^ b u u n $,PBoM,*buun(),467,,,[]
Bora-343_lateron-1,,Bora,343_lateron,-poone,-poone,+ p o o n e,,Seifart2015,348,,^ - p o o n e $,Bora,*buun(),467,,,[]
Muinane-343_lateron-1,,Muinane,343_lateron,-búúna,-búúna,+ b !ú/u !ú/u n a,,Seifart2015,348,,^ - b ú ú n a $,Muinane,*buun(),467,,,[]
PBoM-344_alot-1,,PBoM,344_alot,giraa-,giraa-,g i r a a +,,Seifart2015,349,,^ g i r a a - $,PBoM,*giraa-,468,,,[]
Bora-344_alot-1,,Bora,344_alot,ʧíjá,ʧíjá,tʃ !í/i j !á/a,,Seifart2015,349,,^ ʧ í j á $,Bora,*giraa-,468,,,[]
Muinane-344_alot-1,,Muinane,344_alot,gíráano,gíráano,g !í/i r !á/a a n o,,Seifart2015,349,,^ g í r á a n o $,Muinane,*giraa-,468,,,[]
PBoM-345_behind-1,,PBoM,345_behind,dóhɨku,dóhɨku,d !ó/o h ɨ k u,,Seifart2015,350,,^ d ó h ɨ k u $,PBoM,*dóhɨku,469,,,[]
Bora-345_behind-1,,Bora,345_behind,téhɯkʰo,téhɯkʰo,t !é/e h ɯ kʰ o,,Seifart2015,350,,^ t é h ɯ kʰ o $,Bora,*dóhɨku,469,,,[]
Muinane-345_behind-1,,Muinane,345_behind,dóhɨku-tɨ,dóhɨku-tɨ,d !ó/o h ɨ k u + t ɨ,behind-abl,Seifart2015,350,,^ d ó h ɨ k u - t ɨ $,Muinane,*dóhɨku,469,,,[]
PBoM-346_full-2,,PBoM,346_full,gaʔpo,gaʔpo,g a ʔ p o,,Seifart2015,351,,^ g a ʔ p o $,PBoM,*gaʔpo,471,,,[]
Bora-346_full-2,,Bora,346_full,kʷaʔpʰe,kʷaʔpʰe,kʷ a ʔ pʰ e,,Seifart2015,351,,^ kʷ a ʔ pʰ e $,Bora,*gaʔpo,471,,,[]
Muinane-346_full-2,,Muinane,346_full,gáʔáɸono,gáʔáɸono,g !á/a ʔ !á/a ɸ o n o,Note: =297,Seifart2015,351,,^ g á ʔ á ɸ o n o $,Muinane,*gaʔpo,471,,,[]
PBoM-347_peanuts-1,,PBoM,347_peanuts,máʦakka,máʦakka,m á ts a k k a,,Seifart2015,352,,^ m á ʦ a k k a $,PBoM,*máʦakka,474,,,[]
Bora-347_peanuts-1,,Bora,347_peanuts,máʦʰahkʰa,máʦʰahkʰa,m !á/a tsʰ a h kʰ a,,Seifart2015,352,,^ m á ʦʰ a h kʰ a $,Bora,*máʦakka,474,,,[]
Muinane-347_peanuts-1,,Muinane,347_peanuts,másaka,másaka,m !á/a s a k a,,Seifart2015,352,,^ m á s a k a $,Muinane,*máʦakka,474,,,[]
PBoM-348_yardcourtofmaloca-1,,PBoM,348_yardcourtofmaloca,g()-ʔátʦ(),g-ʔátʦ,g + ʔ á t ts,,Seifart2015,353,,^ g - ʔ á t ʦ $,PBoM,g()-ʔátʦ(),475,,,[]
Bora-348_yardcourtofmaloca-1,,Bora,348_yardcourtofmaloca,ʧá-ʔahʦʰɨ,ʧá-ʔahʦʰɨ,tʃ !á/a + ʔ a h tsʰ ɨ,,Seifart2015,353,,^ ʧ á - ʔ a h ʦʰ ɨ $,Bora,g()-ʔátʦ(),475,,,['?-cl:yard']
Muinane-348_yardcourtofmaloca-1,,Muinane,348_yardcourtofmaloca,góóʔási,góóʔási,g !ó/o !ó/o ʔ !á/a s i,,Seifart2015,353,,^ g ó ó ʔ á s i $,Muinane,g()-ʔátʦ(),475,,,[]
PBoM-349_crestedoropendola-1,,PBoM,349_crestedoropendola,héékkɨ,héékkɨ,h !é/e !é/e k k ɨ,,Seifart2015,354,,^ h é é k k ɨ $,PBoM,*héékkɨ,476,,,[]
Bora-349_crestedoropendola-1,,Bora,349_crestedoropendola,ɨhkʰɯ,ɨhkʰɯ,ɨ h kʰ ɯ,,Seifart2015,354,,^ ɨ h kʰ ɯ $,Bora,*héékkɨ,476,,,[]
Muinane-349_crestedoropendola-1,,Muinane,349_crestedoropendola,héékɨ,héékɨ,h !é/e !é/e k ɨ,,Seifart2015,354,,^ h é é k ɨ $,Muinane,*héékkɨ,476,,,[]
PBoM-350_maniocstarchdrink-1,,PBoM,350_maniocstarchdrink,kaʔgɨnɨku,kaʔgɨnɨku,k a ʔ g ɨ n ɨ k u,,Seifart2015,355,,^ k a ʔ g ɨ n ɨ k u $,PBoM,*kaʔgɨnɨku,477,,,[]
Bora-350_maniocstarchdrink-1,,Bora,350_maniocstarchdrink,kʰaʔkɯ́nɯkʰo,kʰaʔkɯ́nɯkʰo,kʰ a ʔ k !ɯ́/ɯ n ɯ kʰ o,,Seifart2015,355,,^ kʰ a ʔ k ɯ́ n ɯ kʰ o $,Bora,*kaʔgɨnɨku,477,,,[]
Muinane-350_maniocstarchdrink-1,,Muinane,350_maniocstarchdrink,káágɨnɨku,káágɨnɨku,k !á/a !á/a g ɨ n ɨ k u,,Seifart2015,355,,^ k á á g ɨ n ɨ k u $,Muinane,*kaʔgɨnɨku,477,,,[]
PBoM-351_arrive-1,,PBoM,351_arrive,gátʦe-,gátʦe-,g á t ts e +,,Seifart2015,356,,^ g á t ʦ e - $,PBoM,*gátʦe-,478,,,[]
Bora-351_arrive-1,,Bora,351_arrive,kʷahʦʰɨ,kʷahʦʰɨ,kʷ a h tsʰ ɨ,,Seifart2015,356,,^ kʷ a h ʦʰ ɨ $,Bora,*gátʦe-,478,,,[]
Muinane-351_arrive-1,,Muinane,351_arrive,gáse-ʔi,gáse-ʔi,g !á/a s e + ʔ i,,Seifart2015,356,,^ g á s e - ʔ i $,Muinane,*gátʦe-,478,,,[]
PBoM-352_oil-1,,PBoM,352_oil,dɨɨrɨ-ba-,dɨɨrɨ-ba-,d ɨ ɨ r ɨ + b a +,,Seifart2015,357,,^ d ɨ ɨ r ɨ - b a - $,PBoM,*dɨɨrɨ-ba-,479,,,[]
Bora-352_oil-1,,Bora,352_oil,tɯ́ɯ́rɯ́pa-hpʰákʰʲo,tɯ́ɯ́rɯ́pa-hpʰákʰʲo,t !ɯ́/ɯ !ɯ́/ɯ r !ɯ́/ɯ p a + h pʰ !á/a kʰʲ o,,Seifart2015,357,,^ t ɯ́ ɯ́ r ɯ́ p a - h pʰ á kʰʲ o $,Bora,*dɨɨrɨ-ba-,479,,,['grease-cl:liquid']
Muinane-352_oil-1,,Muinane,352_oil,dɨ́ɨrɨba,dɨ́ɨrɨba,d !ɨ́/ɨ ɨ r ɨ b a,Note =267,Seifart2015,357,,^ d ɨ́ ɨ r ɨ b a $,Muinane,*dɨɨrɨ-ba-,479,,,[]
PBoM-353_sifter-1,,PBoM,353_sifter,níttɨ-ba,níttɨ-ba,n !í/i t t ɨ + b a,,Seifart2015,358,,^ n í t t ɨ - b a $,PBoM,*níttɨ-ba,482,,,[]
Bora-353_sifter-1,,Bora,353_sifter,níhtʰʲɯ-pa,níhtʰʲɯ-pa,n !í/i h tʰʲ ɯ + p a,,Seifart2015,358,,^ n í h tʰʲ ɯ - p a $,Bora,*níttɨ-ba,482,,,['wash-cl']
Muinane-353_sifter-1,,Muinane,353_sifter,nítɨba,nítɨba,n !í/i t ɨ b a,Note: see 313,Seifart2015,358,,^ n í t ɨ b a $,Muinane,*níttɨ-ba,482,,,[]
